Date,Location,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday,RainTomorrow
2017-05-17,Melbourne,7.6,17.0,0.0,1.0,0.0,N,19.0,N,NE,9.0,9.0,79.0,62.0,1020.5,1018.6,8.0,7.0,13.4,16.5,No,No
2012-03-08,Perth,18.0,33.5,0.0,9.0,11.5,ESE,30.0,E,SE,11.0,9.0,56.0,31.0,1016.5,1011.7,0.0,0.0,22.9,32.9,No,No
2012-01-09,Nuriootpa,11.6,21.6,0.0,8.6,6.9,WSW,43.0,WSW,W,11.0,20.0,79.0,36.0,1014.9,1014.8,7.0,6.0,14.3,20.0,No,No
2009-10-18,Canberra,8.4,18.5,3.8,3.8,,,,,,,,75.0,37.0,,,,,11.5,17.8,Yes,No
2016-05-06,PerthAirport,12.7,20.2,0.2,1.8,5.3,W,30.0,SW,W,6.0,17.0,89.0,60.0,1013.1,1008.0,7.0,3.0,15.7,20.1,No,Yes
2011-01-28,GoldCoast,23.7,29.0,0.0,,,S,63.0,SSE,SE,15.0,33.0,64.0,67.0,1013.9,1013.5,,,27.3,28.0,No,Yes
2015-11-30,Adelaide,17.9,34.7,0.0,,,NNW,46.0,NNE,SW,19.0,22.0,25.0,57.0,1003.6,1004.1,,,28.1,24.0,No,No
2017-01-26,PerthAirport,21.7,41.9,0.0,13.8,13.0,NE,43.0,NE,WSW,26.0,20.0,11.0,7.0,1013.0,1009.0,0.0,0.0,34.3,41.2,No,No
2010-09-05,Adelaide,9.0,14.9,6.6,,3.8,WNW,41.0,WNW,WNW,17.0,22.0,74.0,78.0,1017.1,1017.0,,,13.1,12.7,Yes,Yes
2016-03-09,NorahHead,20.5,28.7,0.0,,,NE,37.0,NNE,NE,15.0,30.0,97.0,83.0,1021.6,1018.2,,,22.3,24.3,No,No
2008-10-10,Perth,11.1,25.6,0.0,7.0,11.5,E,28.0,E,SSW,13.0,15.0,56.0,44.0,1022.3,1018.4,1.0,3.0,18.3,23.4,No,No
2010-09-23,Witchcliffe,6.9,25.0,0.0,,,N,35.0,N,NNW,17.0,19.0,45.0,37.0,1026.0,1023.5,,,19.1,23.7,No,No
2015-07-04,Adelaide,5.5,17.1,0.0,,,N,17.0,NE,NNW,7.0,9.0,68.0,53.0,1025.0,1022.1,,,11.4,15.5,No,No
2013-09-03,Albany,13.6,22.3,0.0,3.6,4.6,,,NNW,WNW,15.0,13.0,68.0,81.0,1009.1,1005.1,6.0,8.0,18.2,16.0,No,Yes
2015-12-02,Tuggeranong,12.1,22.7,0.0,,,SSW,52.0,NW,SE,9.0,9.0,43.0,26.0,1013.0,1014.6,,,17.0,20.8,No,No
2013-06-01,Sale,9.4,14.3,8.6,0.6,0.0,SSW,28.0,N,WNW,11.0,15.0,99.0,97.0,1013.6,1010.8,8.0,8.0,12.8,14.2,Yes,Yes
2009-10-20,Canberra,5.9,25.0,0.0,4.4,,,,,,,,88.0,23.0,,,,,13.1,24.0,No,No
2016-03-08,Perth,19.5,35.1,0.0,9.4,11.7,SW,31.0,ENE,W,13.0,17.0,45.0,27.0,1015.8,1012.0,0.0,1.0,26.1,33.3,No,No
2012-11-24,AliceSprings,25.9,40.1,0.0,12.0,8.1,N,41.0,N,WNW,20.0,11.0,42.0,13.0,1012.0,1007.7,5.0,7.0,31.6,38.4,No,No
2011-08-05,Walpole,,,,,,,,,,,,,,,,,,,,,
2015-10-27,Bendigo,9.9,25.5,0.0,,,SE,43.0,SE,SSE,20.0,13.0,48.0,28.0,1024.5,1021.7,,,14.8,24.1,No,No
2015-02-24,MelbourneAirport,14.8,20.5,14.4,6.4,8.7,S,48.0,SSE,S,30.0,33.0,58.0,43.0,1020.1,1019.4,7.0,7.0,15.7,19.3,Yes,No
2015-08-28,Newcastle,9.5,20.0,0.2,,,,,SW,,19.0,,63.0,,,,0.0,,13.9,,No,No
2013-09-21,Hobart,8.5,20.2,0.0,3.0,6.3,NW,41.0,NNW,SSE,19.0,9.0,59.0,42.0,1009.8,1007.2,,,13.3,17.4,No,Yes
2014-07-20,Uluru,6.4,23.0,0.0,,,NNW,28.0,ESE,NNW,15.0,9.0,44.0,22.0,1021.9,1017.9,1.0,,10.3,22.2,No,No
2015-03-01,SydneyAirport,21.5,37.9,0.0,6.0,7.0,SSW,96.0,N,E,11.0,22.0,66.0,27.0,1006.0,1002.5,1.0,7.0,25.7,37.9,No,Yes
2014-12-24,Albury,18.0,33.7,0.4,,,WSW,57.0,ENE,WSW,7.0,22.0,66.0,30.0,1011.3,1008.6,,,25.1,31.5,No,No
2017-05-22,Brisbane,16.3,25.9,0.2,2.8,9.7,E,19.0,SW,ESE,6.0,9.0,92.0,61.0,1022.5,1019.2,1.0,2.0,18.4,24.5,No,No
2013-09-08,Melbourne,8.8,18.3,,1.8,8.3,N,43.0,WSW,SW,7.0,9.0,70.0,45.0,1027.7,1024.4,,,11.6,17.3,,No
2016-02-04,Williamtown,20.0,25.7,11.0,7.4,,S,65.0,S,SSW,19.0,33.0,96.0,91.0,1010.6,1010.9,8.0,7.0,20.6,22.3,Yes,Yes
2013-06-06,Wollongong,14.0,19.7,0.0,,,WNW,28.0,NE,N,9.0,13.0,46.0,60.0,1022.5,1019.9,,,17.3,18.3,No,No
2016-07-27,PerthAirport,5.4,18.9,0.0,2.2,5.0,ENE,31.0,ENE,NNE,13.0,13.0,79.0,50.0,1027.0,1023.0,7.0,7.0,10.2,18.2,No,No
2015-12-09,Tuggeranong,18.1,29.9,0.0,,,NW,43.0,WNW,W,17.0,24.0,69.0,35.0,1014.7,1012.1,,,22.2,29.2,No,No
2015-09-21,BadgerysCreek,9.5,24.7,0.2,,,SSW,24.0,SE,NNE,2.0,7.0,100.0,38.0,,,,,14.3,23.8,No,No
2011-11-22,Moree,19.3,32.9,0.0,11.4,7.6,NNE,54.0,NNE,N,35.0,26.0,51.0,27.0,1012.2,1007.6,7.0,7.0,24.1,31.2,No,Yes
2008-05-27,Sydney,11.5,22.4,0.0,3.2,8.7,,,W,E,15.0,13.0,82.0,71.0,1024.6,1021.8,3.0,1.0,13.6,19.1,No,No
2011-08-14,Melbourne,6.9,17.9,,0.4,6.5,NNE,26.0,N,ENE,13.0,9.0,80.0,51.0,1026.7,1023.1,,,8.9,17.2,,No
2013-04-22,PerthAirport,14.9,23.0,4.6,6.4,7.4,WSW,30.0,NNE,SW,7.0,19.0,89.0,48.0,1018.3,1017.3,3.0,4.0,18.0,22.8,Yes,No
2016-11-22,Watsonia,13.9,14.4,10.0,9.4,0.0,W,28.0,SW,SW,9.0,13.0,100.0,100.0,1014.5,1016.0,8.0,8.0,14.0,13.2,Yes,Yes
2013-08-17,Witchcliffe,9.7,16.6,9.4,,,WSW,46.0,WSW,WSW,19.0,20.0,72.0,65.0,1018.5,1019.0,,,14.1,14.7,Yes,No
2016-05-03,Launceston,12.1,14.5,14.8,,,NNW,83.0,NNW,NNW,30.0,19.0,94.0,83.0,,,8.0,,13.5,12.7,Yes,Yes
2013-05-07,NorfolkIsland,16.1,20.9,0.2,6.6,9.1,SW,44.0,SW,SSE,20.0,13.0,56.0,66.0,1021.0,1020.5,5.0,5.0,19.4,18.6,No,No
2010-06-22,Walpole,8.8,18.8,,,,NNW,43.0,NNW,NW,17.0,20.0,77.0,66.0,1017.6,1013.6,,,14.4,18.2,,
2015-12-03,Witchcliffe,15.4,24.9,0.0,,,SW,35.0,SSW,SSW,19.0,22.0,68.0,59.0,1010.5,1010.8,,,21.1,20.5,No,No
2012-05-19,Canberra,-5.0,16.7,0.0,,7.8,NW,26.0,N,NNW,7.0,17.0,,40.0,1025.4,1021.9,0.0,,1.9,15.9,No,No
2012-05-30,Bendigo,0.5,17.0,0.0,,,SE,26.0,,ESE,0.0,13.0,85.0,53.0,1035.3,1033.0,0.0,1.0,7.3,16.6,No,No
2012-05-25,Brisbane,17.7,19.8,0.4,1.2,0.0,WNW,31.0,,WNW,0.0,6.0,93.0,88.0,1018.3,1015.6,8.0,8.0,18.8,16.9,No,Yes
2016-08-13,Cobar,4.5,18.3,0.0,,,SW,26.0,ENE,WSW,6.0,11.0,62.0,35.0,1025.5,1023.5,,,12.2,17.7,No,No
2016-11-13,Witchcliffe,5.6,25.9,0.0,,,S,30.0,E,S,11.0,19.0,55.0,45.0,1024.1,1020.7,,,18.3,24.0,No,No
2010-11-30,Adelaide,13.9,23.5,0.0,4.6,5.1,SSE,33.0,SSE,WSW,19.0,13.0,65.0,59.0,1015.9,1013.1,,,16.5,21.0,No,No
2008-12-30,Bendigo,13.0,25.2,0.2,8.4,,WNW,56.0,WNW,WSW,24.0,26.0,68.0,25.0,1004.0,1002.4,7.0,6.0,16.0,23.6,No,No
2013-07-28,GoldCoast,14.2,22.4,0.2,,,SE,52.0,SE,ESE,26.0,20.0,66.0,65.0,1028.7,1026.2,,,20.1,19.6,No,No
2010-08-05,Melbourne,6.5,14.1,4.8,2.4,4.2,WSW,56.0,W,WSW,22.0,26.0,73.0,49.0,1019.0,1018.8,7.0,7.0,9.4,14.0,Yes,Yes
2014-12-16,Mildura,14.0,36.7,0.0,16.6,13.2,WSW,63.0,NW,WNW,13.0,31.0,51.0,11.0,1002.0,998.2,1.0,4.0,19.9,35.0,No,No
2015-05-08,Nuriootpa,8.6,14.2,0.2,1.0,2.8,W,43.0,WNW,W,20.0,26.0,89.0,78.0,1025.3,1022.3,7.0,6.0,11.5,13.7,No,Yes
2014-08-18,Mildura,4.7,16.7,0.0,3.2,10.5,SSW,46.0,SSW,SSW,19.0,26.0,62.0,35.0,1021.5,1019.0,1.0,1.0,9.1,15.8,No,No
2017-03-12,Melbourne,17.9,27.1,0.0,4.2,7.2,SSW,37.0,,SSW,0.0,15.0,77.0,53.0,1001.0,1000.5,4.0,2.0,19.6,25.9,No,No
2017-01-09,Wollongong,20.9,26.1,0.0,,,SSW,57.0,SSW,E,7.0,9.0,83.0,74.0,1011.8,1009.7,6.0,5.0,23.3,24.7,No,Yes
2013-09-03,Woomera,15.3,33.4,0.0,10.2,10.8,NE,52.0,NE,NE,28.0,28.0,19.0,4.0,1024.9,1020.1,0.0,0.0,25.4,32.6,No,No
2017-05-26,Witchcliffe,13.0,16.2,7.4,,,WSW,35.0,SSW,SSE,6.0,13.0,72.0,80.0,1021.3,1021.3,,,15.0,14.6,Yes,No
2010-07-18,Williamtown,2.1,19.3,0.0,,,NW,20.0,NNW,N,13.0,13.0,90.0,47.0,1023.4,1018.7,,,9.4,18.9,No,No
2009-02-20,Brisbane,23.6,32.5,3.4,7.6,5.0,W,33.0,SW,E,4.0,13.0,76.0,68.0,1011.1,1008.2,7.0,6.0,26.5,29.7,Yes,Yes
2011-06-14,BadgerysCreek,10.7,15.3,8.8,,,SSW,41.0,SSW,S,19.0,17.0,86.0,90.0,1022.1,1020.9,,,13.6,13.5,Yes,Yes
2009-03-02,CoffsHarbour,21.4,26.5,0.0,5.8,2.2,S,33.0,SW,S,20.0,22.0,72.0,70.0,1014.7,1013.9,6.0,7.0,24.3,25.1,No,Yes
2014-05-26,PerthAirport,13.2,20.0,5.6,2.2,0.8,SW,35.0,WNW,WNW,7.0,13.0,89.0,52.0,1016.8,1016.0,7.0,7.0,15.7,19.1,Yes,No
2015-03-04,PerthAirport,17.5,33.0,0.0,8.0,11.6,ESE,50.0,E,ESE,20.0,19.0,55.0,24.0,1022.2,1018.4,0.0,2.0,22.4,32.0,No,No
2010-06-12,WaggaWagga,1.8,13.2,0.0,0.2,9.2,SW,22.0,W,SSW,2.0,9.0,94.0,45.0,1025.2,1024.0,1.0,2.0,5.4,12.4,No,No
2013-10-10,Canberra,6.6,28.5,0.0,,,NW,63.0,NNW,NW,26.0,41.0,27.0,23.0,1010.8,1005.9,,,20.6,26.1,No,No
2010-12-09,Ballarat,8.8,21.8,1.8,,,NNW,31.0,SW,WNW,4.0,19.0,81.0,60.0,1010.1,1007.4,7.0,8.0,14.9,19.6,Yes,No
2012-11-24,Williamtown,13.2,26.6,0.0,,,SE,39.0,E,ESE,15.0,28.0,67.0,56.0,1018.3,1014.6,7.0,,22.2,25.7,No,No
2015-09-21,CoffsHarbour,9.7,22.3,2.2,,,N,30.0,NW,NE,13.0,24.0,60.0,75.0,1021.5,1017.4,3.0,7.0,19.6,18.5,Yes,No
2009-09-05,Cairns,19.2,30.2,0.0,5.8,11.0,NE,41.0,S,NE,15.0,19.0,57.0,47.0,1016.0,1012.2,2.0,1.0,25.5,28.9,No,No
2016-02-24,Dartmoor,17.1,20.4,5.2,5.0,0.0,WSW,26.0,NNE,NNE,4.0,9.0,96.0,95.0,1012.1,1009.2,,,17.3,19.7,Yes,Yes
2017-01-15,Sale,12.3,25.4,0.0,,,WNW,39.0,W,SW,20.0,13.0,59.0,40.0,1018.1,1016.5,8.0,,16.4,23.5,No,No
2014-02-28,Bendigo,11.4,28.9,0.0,,,SSE,46.0,SE,ESE,24.0,11.0,59.0,43.0,1020.5,1018.6,,3.0,15.8,26.7,No,No
2011-03-01,NorfolkIsland,22.2,27.5,0.0,7.4,11.7,ENE,35.0,ENE,ENE,20.0,19.0,70.0,67.0,1014.7,1012.7,3.0,2.0,24.9,26.3,No,No
2015-10-13,BadgerysCreek,16.4,19.7,5.4,,,S,26.0,S,SW,15.0,11.0,82.0,95.0,,,,,17.4,17.7,Yes,Yes
2015-01-10,MountGambier,13.6,22.4,0.0,3.8,4.5,S,54.0,SE,SSE,31.0,31.0,59.0,44.0,1015.0,1013.7,7.0,6.0,16.1,20.7,No,No
2013-06-09,Watsonia,2.4,13.7,0.0,1.6,6.6,NNW,31.0,ENE,NNW,7.0,15.0,99.0,58.0,1027.1,1023.6,7.0,7.0,4.2,13.0,No,No
2015-10-25,Darwin,23.8,34.9,0.0,9.2,11.5,NW,30.0,NW,NW,11.0,20.0,55.0,35.0,1015.2,1010.7,1.0,1.0,30.0,33.7,No,No
2012-05-08,Williamtown,7.3,22.0,0.0,1.8,10.1,,,WNW,W,19.0,13.0,65.0,37.0,1019.4,1017.0,0.0,1.0,13.6,21.4,No,No
2012-07-08,Newcastle,6.2,18.5,0.4,,,,,,,0.0,0.0,97.0,70.0,,,1.0,3.0,10.0,15.5,No,
2011-07-21,PerthAirport,8.7,18.9,4.8,0.8,5.8,W,41.0,NE,NNE,13.0,17.0,85.0,81.0,1016.5,1014.0,3.0,7.0,12.5,16.2,Yes,Yes
2010-12-10,Tuggeranong,13.2,23.1,5.4,,,NW,50.0,NNW,WNW,11.0,24.0,79.0,44.0,1009.0,1005.9,,,17.7,21.9,Yes,No
2011-12-08,Adelaide,18.1,31.4,0.0,8.2,0.0,NW,44.0,ENE,E,2.0,4.0,40.0,21.0,1006.8,1004.5,,,23.0,30.5,No,Yes
2012-06-14,Brisbane,12.7,23.3,0.2,3.6,9.0,W,24.0,SW,SSW,7.0,6.0,72.0,52.0,1017.3,1015.3,0.0,2.0,17.2,21.8,No,No
2011-10-24,SalmonGums,11.0,17.9,3.8,,,E,43.0,SE,E,22.0,22.0,75.0,69.0,,,,,14.4,15.9,Yes,Yes
2012-03-22,Ballarat,3.5,17.5,4.8,,,WNW,37.0,SSW,W,13.0,17.0,99.0,48.0,1010.3,1007.2,0.0,8.0,8.3,15.0,Yes,No
2015-03-14,Katherine,22.8,39.5,0.0,8.0,,SSE,22.0,W,E,11.0,7.0,60.0,47.0,1008.8,1004.9,2.0,2.0,30.0,38.6,No,No
2014-09-05,Sale,1.8,16.0,0.0,,,E,26.0,WNW,E,9.0,17.0,85.0,61.0,1027.1,1025.7,1.0,1.0,8.1,15.3,No,No
2010-07-12,AliceSprings,11.6,26.8,2.8,1.4,6.0,N,35.0,N,NNW,9.0,19.0,88.0,52.0,1018.7,1013.9,2.0,6.0,17.7,26.0,Yes,Yes
2016-05-19,Albury,8.3,17.3,0.0,,,WNW,39.0,,WNW,0.0,17.0,82.0,63.0,1019.7,1016.5,8.0,8.0,12.1,16.4,No,No
2014-04-15,NorfolkIsland,20.2,22.7,0.4,2.4,0.0,NE,37.0,NE,NE,15.0,17.0,97.0,92.0,1015.5,1012.7,8.0,8.0,20.5,21.8,No,Yes
2013-12-01,Woomera,23.0,37.5,0.0,,,N,52.0,N,N,24.0,26.0,4.0,6.0,1014.3,1011.0,,,27.6,33.6,No,No
2010-06-22,Newcastle,,16.8,33.6,,,,,,,0.0,0.0,92.0,85.0,,,7.0,7.0,14.5,16.4,Yes,Yes
2016-01-26,NorfolkIsland,21.7,25.0,26.6,6.4,0.1,NE,31.0,E,N,9.0,7.0,96.0,86.0,1013.0,1012.2,8.0,7.0,21.9,23.2,Yes,Yes
2015-06-06,Cobar,7.5,16.2,0.0,1.4,,S,20.0,SE,E,9.0,6.0,67.0,51.0,1029.8,1027.9,2.0,,11.0,16.1,No,No
2015-06-18,Albany,12.5,16.1,0.2,1.2,0.1,,,E,ENE,30.0,19.0,73.0,76.0,1017.4,1014.6,7.0,8.0,13.5,15.0,No,Yes
2012-01-17,Newcastle,17.3,28.0,0.0,,,,,NE,SE,4.0,11.0,62.0,57.0,,,1.0,6.0,24.1,25.0,No,No
2014-05-16,PearceRAAF,9.5,23.0,0.0,,7.1,WSW,26.0,WNW,WSW,6.0,20.0,90.0,58.0,1017.3,1016.5,3.0,8.0,15.7,21.6,No,
2009-09-30,Newcastle,,27.2,0.0,,,,,,,,,,,,,,,,,No,No
2017-01-14,Penrith,25.5,40.8,0.0,,,SSW,39.0,NNE,N,4.0,15.0,49.0,24.0,,,,,30.9,37.7,No,No
2011-11-10,Dartmoor,9.1,19.7,10.6,6.0,11.7,WNW,50.0,NW,W,20.0,24.0,80.0,54.0,1014.2,1017.0,,,14.9,18.1,Yes,No
2012-07-21,Williamtown,9.9,17.9,,,,S,56.0,SW,SSW,15.0,31.0,88.0,52.0,1027.8,1027.1,8.0,8.0,13.0,15.8,,Yes
2010-06-15,Penrith,4.7,18.4,0.0,,,N,17.0,,NNE,0.0,9.0,99.0,54.0,,,,,7.2,18.1,No,No
2016-01-26,MelbourneAirport,14.8,29.6,0.0,6.2,8.8,SSE,33.0,SE,ENE,7.0,6.0,76.0,30.0,1017.8,1014.3,7.0,7.0,18.6,28.5,No,No
2012-01-27,Dartmoor,15.6,30.4,0.0,8.0,13.2,ESE,48.0,ESE,SE,26.0,20.0,70.0,46.0,1017.2,1012.9,,,18.5,28.6,No,No
2012-09-24,CoffsHarbour,13.5,21.3,0.0,5.0,,SSW,52.0,SSW,SW,28.0,11.0,65.0,87.0,1012.1,1010.8,1.0,7.0,20.4,16.6,No,Yes
2016-08-05,Katherine,6.5,27.7,0.0,8.0,,E,44.0,SE,ESE,17.0,19.0,29.0,,1017.7,1013.5,0.0,,16.5,,No,No
2012-07-25,NorahHead,9.6,18.3,0.4,,,N,35.0,N,NNE,4.0,20.0,83.0,62.0,1023.8,1019.8,,,13.8,17.0,No,No
2009-09-11,Adelaide,14.2,29.4,0.0,6.2,6.7,NNW,69.0,N,NNW,26.0,28.0,14.0,12.0,1007.4,1005.9,,,22.5,28.7,No,No
2008-05-10,Canberra,1.5,20.9,0.0,2.4,9.3,NW,20.0,NW,NNW,2.0,9.0,80.0,41.0,1023.2,1020.0,1.0,1.0,8.4,20.9,No,No
2013-03-29,Newcastle,17.9,22.8,7.0,,,,,SW,SE,9.0,9.0,56.0,57.0,,,3.0,6.0,19.5,20.5,Yes,No
2017-03-30,Nuriootpa,4.6,19.4,1.8,3.6,8.0,SW,35.0,WSW,SW,7.0,22.0,80.0,40.0,1021.5,1021.5,2.0,,10.8,16.9,Yes,No
2014-12-17,Uluru,23.2,38.7,1.6,,,S,74.0,WNW,NW,17.0,26.0,60.0,23.0,1008.1,1003.2,1.0,,28.4,37.1,Yes,Yes
2010-08-03,Launceston,0.0,14.2,0.0,,,NW,28.0,ESE,NW,2.0,17.0,99.0,66.0,1022.9,1017.8,,,3.2,13.1,No,Yes
2010-08-01,Albany,7.1,21.0,0.4,1.6,7.5,,,N,NW,4.0,6.0,96.0,52.0,1034.8,1032.1,1.0,3.0,8.8,18.8,No,No
2011-08-06,Sale,8.6,12.6,3.4,2.2,0.0,NNE,19.0,NW,WNW,2.0,13.0,96.0,91.0,1017.2,1015.0,7.0,8.0,10.4,12.3,Yes,Yes
2010-03-16,Moree,15.3,31.8,0.0,8.6,11.6,S,35.0,E,S,19.0,20.0,52.0,24.0,1021.4,1017.7,0.0,4.0,22.0,29.7,No,No
2010-08-03,Williamtown,8.9,15.4,20.8,6.0,2.2,S,74.0,SSE,SSW,39.0,35.0,89.0,81.0,1014.1,1015.9,7.0,6.0,13.8,14.6,Yes,Yes
2012-08-16,Richmond,4.2,20.0,0.0,,,W,22.0,,ENE,0.0,9.0,62.0,33.0,1015.4,1010.5,,,12.8,19.3,No,No
2014-05-03,NorahHead,12.8,16.8,0.4,,,W,48.0,NW,WNW,19.0,19.0,60.0,45.0,997.2,995.7,,,15.2,15.9,No,Yes
2010-03-29,Nuriootpa,15.0,23.2,5.8,0.2,6.7,WSW,31.0,W,SW,7.0,17.0,94.0,54.0,1016.6,1017.3,7.0,6.0,17.9,21.8,Yes,No
2014-11-07,PearceRAAF,13.7,23.2,1.6,,11.6,WSW,52.0,WSW,WSW,22.0,24.0,64.0,50.0,1014.0,1015.4,6.0,,17.0,22.0,Yes,No
2012-04-24,Walpole,7.2,21.4,0.0,,,NE,31.0,NE,ENE,15.0,13.0,77.0,46.0,1025.3,1021.4,,,13.2,20.9,No,No
2014-03-27,Adelaide,15.8,29.2,0.0,3.4,9.7,WSW,28.0,NE,SW,6.0,13.0,65.0,39.0,1017.3,1013.9,,,19.9,27.7,No,No
2014-05-30,NorfolkIsland,15.5,20.6,2.4,1.2,6.3,SW,31.0,NW,SSW,15.0,17.0,80.0,77.0,1018.2,1016.5,7.0,4.0,18.7,19.9,Yes,Yes
2011-05-13,Portland,11.4,13.9,2.8,0.4,4.4,SW,61.0,WSW,SW,28.0,33.0,74.0,54.0,1014.2,1015.6,5.0,4.0,13.2,13.0,Yes,Yes
2011-12-22,Bendigo,14.3,31.5,0.0,,,SE,35.0,E,SE,17.0,11.0,58.0,30.0,1015.3,1012.0,0.0,4.0,21.5,29.5,No,No
2017-03-19,WaggaWagga,16.6,33.0,0.0,,,ENE,48.0,ESE,ENE,17.0,28.0,47.0,36.0,1019.1,1014.6,,5.0,24.0,32.9,No,No
2014-01-06,Moree,15.8,36.2,0.0,11.6,13.6,SW,57.0,SSW,SW,17.0,35.0,10.0,7.0,1008.5,1006.9,1.0,1.0,29.4,35.1,No,No
2010-08-26,Tuggeranong,3.4,9.7,2.6,,,NW,41.0,NW,NW,22.0,20.0,71.0,65.0,1002.0,1000.6,,,5.5,8.2,Yes,No
2009-03-13,MountGinini,9.0,17.0,0.2,,,,,W,NNW,13.0,15.0,99.0,98.0,,,,,11.0,12.4,No,Yes
2011-11-21,MelbourneAirport,7.5,21.5,0.0,6.8,11.9,SW,28.0,WSW,W,15.0,13.0,58.0,42.0,1018.5,1015.2,1.0,6.0,14.1,19.6,No,No
2017-03-12,Adelaide,16.9,21.7,1.4,,,WSW,43.0,NW,WSW,13.0,20.0,78.0,69.0,1004.8,1005.5,,,18.7,20.0,Yes,Yes
2014-04-16,SydneyAirport,14.7,20.8,15.2,3.2,9.0,S,48.0,SSW,S,24.0,35.0,70.0,68.0,1019.8,1017.4,5.0,3.0,18.2,20.4,Yes,No
2015-03-07,Launceston,7.9,22.9,0.0,,,NW,41.0,NW,NW,11.0,20.0,88.0,55.0,,,8.0,8.0,14.6,21.5,No,No
2009-07-13,AliceSprings,11.5,15.8,0.0,6.6,4.6,S,39.0,SSE,SSW,13.0,13.0,65.0,59.0,1019.3,1017.7,7.0,6.0,13.5,14.6,No,No
2010-05-17,Cairns,21.3,28.4,0.4,6.8,2.2,S,30.0,S,SSE,13.0,15.0,69.0,70.0,1013.9,1011.9,7.0,7.0,25.9,25.9,No,No
2014-09-21,CoffsHarbour,11.8,20.5,0.0,,,,,,,,,60.0,64.0,,,,,16.6,18.0,No,Yes
2017-01-11,Witchcliffe,13.3,30.8,0.0,,,SW,35.0,ESE,WSW,11.0,17.0,54.0,33.0,1007.9,1003.8,,,22.7,29.4,No,Yes
2009-04-20,Williamtown,14.7,21.5,23.2,4.4,2.5,SSE,56.0,SSE,S,37.0,31.0,60.0,52.0,1017.8,1016.5,6.0,7.0,20.0,20.4,Yes,Yes
2014-07-24,Townsville,12.0,25.7,0.0,5.2,3.7,ENE,33.0,SSE,WNW,9.0,7.0,78.0,85.0,1018.8,1017.0,6.0,7.0,19.3,21.1,No,Yes
2011-05-17,Mildura,0.0,16.3,0.0,1.8,9.1,NNE,17.0,NE,NNW,7.0,9.0,81.0,42.0,1032.5,1028.5,0.0,2.0,7.2,15.8,No,No
2013-04-20,Walpole,13.5,17.8,2.0,,,SW,43.0,SSW,NW,19.0,20.0,72.0,80.0,1017.5,1016.6,,,14.8,14.5,Yes,Yes
2015-12-18,Portland,14.5,23.8,0.0,9.8,10.7,SE,31.0,SE,SE,19.0,20.0,96.0,67.0,1012.9,1010.4,8.0,1.0,15.4,20.7,No,No
2012-11-03,WaggaWagga,8.6,23.8,0.0,5.0,6.2,E,41.0,ENE,NE,28.0,20.0,53.0,34.0,1017.6,1015.9,7.0,7.0,16.0,22.2,No,No
2015-07-09,SalmonGums,4.6,13.1,8.8,,,SSW,24.0,WSW,WSW,11.0,11.0,92.0,56.0,,,,,8.7,12.6,Yes,No
2013-11-25,Hobart,9.1,15.4,4.4,2.8,7.2,SSW,28.0,SE,SE,11.0,15.0,80.0,59.0,1020.1,1018.9,,,11.9,14.6,Yes,No
2015-12-11,Adelaide,14.4,23.1,0.0,,,SW,43.0,SW,SW,15.0,20.0,61.0,44.0,1016.8,1016.8,,,17.8,21.7,No,
2012-09-02,Penrith,4.2,21.2,0.0,,,NNE,20.0,,SSE,0.0,2.0,65.0,30.0,,,,,12.8,20.8,No,No
2009-08-16,SalmonGums,5.1,17.2,0.2,,,W,50.0,WNW,W,28.0,22.0,68.0,51.0,,,,,10.1,16.1,No,No
2009-05-15,Watsonia,12.5,18.4,0.0,4.0,0.0,WSW,57.0,N,NW,19.0,22.0,73.0,61.0,1009.4,1005.8,7.0,7.0,14.6,18.1,No,No
2014-07-16,Portland,6.8,13.8,0.0,1.0,3.7,NNW,63.0,N,NNW,15.0,26.0,94.0,76.0,1008.3,1004.7,7.0,4.0,7.9,13.6,No,Yes
2008-05-06,Sydney,11.8,23.6,0.0,3.4,3.1,,,W,WNW,9.0,9.0,74.0,48.0,1017.1,1013.3,6.0,7.0,13.7,21.1,No,No
2010-12-01,PerthAirport,16.4,26.9,0.0,10.6,5.8,SSW,43.0,SSW,WSW,20.0,31.0,56.0,44.0,1010.1,1007.5,7.0,4.0,21.4,25.5,No,No
2010-03-24,Launceston,10.3,24.6,0.0,,,NW,31.0,E,NW,7.0,19.0,77.0,47.0,1019.8,1018.2,,,12.8,23.9,No,No
2012-10-12,AliceSprings,6.0,23.3,0.0,8.4,11.8,ESE,41.0,ESE,SE,30.0,20.0,24.0,14.0,1023.4,1019.8,0.0,0.0,16.0,21.9,No,No
2013-12-16,Moree,21.0,36.0,0.0,11.8,11.9,ESE,85.0,NE,NNW,33.0,11.0,46.0,25.0,1016.0,1011.7,3.0,7.0,25.3,34.5,No,No
2012-03-31,Portland,13.5,20.0,0.0,7.0,8.1,WNW,50.0,W,W,28.0,37.0,72.0,52.0,1012.0,1014.1,8.0,1.0,16.6,19.0,No,No
